"문제번호","과목코드","과목명","대단원번호","대단원명","중단원번호","중단원명","섹션번호","섹션명","키워드","유형","난이도","배점","문제내용","보기1","보기2","보기3","보기4","정답","해설"
"446","PHY","물리학","1","힘과 에너지","1","힘과 운동","1","평형과 안정성","","theory","ba","","'돌림힘'의 정의로 옳은 것은?","물체를 변형시키는 힘","물체를 정지시키는 힘","물체를 이동시키는 힘","물체에 힘이 작용할 때 물체가 회전하는 운동의 원인이 되는 물리량","4","돌림힘(토크)은 물체를 회전시키는 원인이 되는 물리량입니다. 그리스 문자 τ(타우)로 표기합니다."
"447","PHY","물리학","1","힘과 에너지","1","힘과 운동","1","평형과 안정성","","theory","ba","","회전축으로부터 r만큼 떨어진 지점에 힘 F가 회전 팔에 수직으로 작용할 때, 돌림힘 τ의 크기로 옳은 것은?","τ = rF","τ = r + F","τ = r / F","τ = F / r","1","회전 팔에 수직인 힘이 작용하면 τ = rF. 힘 F와 회전 팔이 이루는 각이 θ일 때는 일반적으로 τ = rF sin θ 입니다."
"448","PHY","물리학","1","힘과 에너지","1","힘과 운동","1","평형과 안정성","","theory","ba","","돌림힘의 단위로 옳은 것은?","N (뉴턴)","J (줄)","kg (킬로그램)","N·m (뉴턴미터)","4","돌림힘의 단위는 N·m입니다. (일의 단위 J = N·m와 수치는 같지만 물리적 의미가 다르므로 돌림힘은 J로 쓰지 않습니다.)"
"449","PHY","물리학","1","힘과 에너지","1","힘과 운동","1","평형과 안정성","","theory","ba","","역학적 평형 상태를 유지하기 위한 두 가지 조건으로 옳게 짝지어진 것은?","힘의 합이 무한대, 돌림힘의 합이 무한대","힘의 합이 최대, 돌림힘의 합이 최소","힘의 합이 0(힘의 평형), 돌림힘의 합이 0(돌림힘의 평형)","힘의 크기만 0, 방향은 무관","3","역학적 평형: (1) 힘의 평형 — 알짜힘 = 0, (2) 돌림힘의 평형 — 모든 돌림힘의 합 = 0. 두 조건을 모두 만족해야 합니다."
"450","PHY","물리학","1","힘과 에너지","1","힘과 운동","1","평형과 안정성","","theory","ba","","'힘의 평형'의 정의로 옳은 것은?","물체에 작용하는 힘의 합이 최대인 상태","물체에 크기가 다른 두 힘이 작용하는 상태","물체에 작용하는 알짜힘(모든 힘의 합)이 0인 상태","물체가 회전만 하는 상태","3","힘의 평형: 물체에 작용하는 모든 힘의 벡터 합(알짜힘)이 0인 상태입니다."
"451","PHY","물리학","1","힘과 에너지","1","힘과 운동","1","평형과 안정성","","theory","ba","","'돌림힘의 평형'의 정의로 옳은 것은?","물체에 작용하는 모든 돌림힘의 합이 0인 상태","물체의 무게가 0인 상태","물체에 힘이 하나도 작용하지 않는 상태","물체의 회전이 시작되는 순간","1","돌림힘의 평형: 물체에 작용하는 모든 돌림힘의 합이 0인 상태입니다. 이 조건이 충족되면 물체는 회전하지 않습니다."
"452","PHY","물리학","1","힘과 에너지","1","힘과 운동","1","평형과 안정성","","theory","ad","","한 물체에 크기가 같고 방향이 반대인 두 힘이, 같은 작용선상이 아닌 서로 다른 작용선에서 작용한다. 이 물체의 상태로 옳은 것은?","힘의 평형은 이루지만 돌림힘의 평형은 이루지 못해 물체가 회전한다.","힘의 평형과 돌림힘의 평형을 모두 이루어 완전히 정지한다.","물체가 한 방향으로 등속 직선 운동을 한다.","물체는 아무런 운동도 하지 않는다.","1","두 힘의 크기가 같고 방향이 반대이므로 알짜힘 = 0 (힘의 평형). 그러나 작용선이 다르면 두 힘이 짝힘(couple)을 이루어 돌림힘이 발생하므로 물체는 회전 운동을 합니다."
"453","PHY","물리학","1","힘과 에너지","1","힘과 운동","1","평형과 안정성","","theory","ba","","'무게중심'의 정의로 옳은 것은?","물체의 가장 무거운 지점","물체를 이루는 입자들의 전체 무게가 한곳에 작용한다고 볼 수 있는 점","물체의 기하학적 정중앙","물체의 표면 중 가장 낮은 점","2","무게중심은 물체 각 부분에 작용하는 중력들을 대표하여 하나의 점에 작용한다고 볼 수 있는 점입니다."
"454","PHY","물리학","1","힘과 에너지","1","힘과 운동","1","평형과 안정성","","theory","ba","","모양이 대칭적인 물체(예: 정육면체, 균일한 구)의 무게중심 위치로 옳은 것은?","물체의 표면 위 임의의 점","물체의 중앙점(기하학적 중심)","물체의 밑면","무게중심을 결정할 수 없다","2","대칭적이고 질량 분포가 균일한 물체의 무게중심은 물체의 기하학적 중심(중앙점)에 있습니다. 모양이 불규칙한 경우에는 질량이 많은 쪽으로 치우칩니다."
"455","PHY","물리학","1","힘과 에너지","1","힘과 운동","1","평형과 안정성","","theory","ba","","'안정 평형'의 정의로 옳은 것은?","물체가 조금만 흔들려도 넘어지는 경우","물체가 회전만 계속하는 경우","물체가 평형 상태에서 조금 벗어날 경우 원래 위치로 되돌아오는 경우","물체가 어떤 힘에도 반응하지 않는 경우","3","안정 평형: 평형 상태에서 물체가 조금 벗어나도, 힘(복원력) 또는 돌림힘이 원래 상태로 되돌리는 방향으로 작용하여 물체가 원래 위치로 돌아오는 경우입니다. (예: 오목한 그릇 안의 공)"
"456","PHY","물리학","1","힘과 에너지","1","힘과 운동","1","평형과 안정성","","theory","ba","","'불안정 평형'의 정의로 옳은 것은?","물체가 흔들려도 반드시 원래 위치로 돌아오는 경우","물체가 평형 상태에서 조금이라도 벗어나면 원래 위치로 돌아오지 못하고 더 멀어지는 경우","물체가 정지 상태를 유지할 수 없는 경우","무게중심이 아예 존재하지 않는 경우","2","불안정 평형: 평형 상태에서 조금이라도 벗어나면 원래 위치로 되돌아오지 못하고 오히려 더 멀어지는 경우입니다. (예: 볼록한 지붕 꼭대기의 공)"
"457","PHY","물리학","1","힘과 에너지","1","힘과 운동","1","평형과 안정성","","theory","ad","","구조물이 넘어지지 않고 안정된 상태를 유지하기 위한 조건으로 옳은 것은?","구조물의 무게중심을 지나는 연직선이 바닥면 안쪽에 있어야 한다.","구조물의 무게중심이 바닥면보다 낮아야 한다.","구조물의 부피가 커야 한다.","구조물의 무게가 작아야 한다.","1","물체를 기울여도 무게중심을 지나는 연직선이 바닥면 안쪽에 있으면 중력에 의한 돌림힘이 원래 위치로 되돌리는 방향으로 작용해 안정합니다. 반대로 이 연직선이 바닥면 밖으로 벗어나면 물체가 넘어집니다."
"458","PHY","물리학","1","힘과 에너지","1","힘과 운동","1","평형과 안정성","","theory","ad","","구조물의 안정성을 높이기 위한 조건으로 옳은 것은?","무게중심은 낮게, 바닥면은 넓게 한다.","무게중심은 높게, 바닥면은 좁게 한다.","무게중심은 높게, 바닥면은 넓게 한다.","무게중심은 낮게, 바닥면은 좁게 한다.","1","안정성 원리: 무게중심이 낮을수록, 바닥면이 넓을수록 안정합니다. 예: 원뿔 구조물, 초고층 건물의 넓은 바닥, 사다리차의 지지대 확장 등."
"459","PHY","물리학","1","힘과 에너지","1","힘과 운동","1","평형과 안정성","","theory","ad","","한 물체가 힘의 평형은 이루고 있지만 돌림힘의 평형은 이루지 못하고 있다. 이 물체의 운동 상태로 옳은 것은?","완전히 정지 상태로 유지된다.","한 방향으로 등속 직선 운동만 한다.","정지·등속 상태와 관계없이 회전 운동은 일어나지 않는다.","물체는 무게중심의 이동 없이(전체적인 이동 없이) 그 자리에서 회전한다.","4","힘의 평형(알짜힘 = 0)이므로 무게중심은 이동하지 않지만, 돌림힘의 합이 0이 아니므로 물체는 회전 운동을 합니다. 즉 '제자리에서 회전'하는 상태입니다."
"460","PHY","물리학","1","힘과 에너지","1","힘과 운동","2","등가속도 운동","","theory","ba","","'이동 거리'와 '변위'의 차이로 옳은 것은?","이동 거리와 변위는 완전히 같다.","이동 거리는 방향이 있고, 변위는 방향이 없다.","이동 거리는 물체가 실제로 움직인 총 거리이고, 변위는 처음 위치에서 나중 위치까지의 직선 거리와 방향이다.","이동 거리는 항상 변위보다 작다.","3","이동 거리는 실제로 움직인 총 거리(크기만 있음)이고, 변위는 처음 위치에서 나중 위치를 잇는 직선의 거리와 방향(벡터)입니다."
"461","PHY","물리학","1","힘과 에너지","1","힘과 운동","2","등가속도 운동","","theory","ba","","어떤 사람이 동쪽으로 10 m 이동한 후 서쪽으로 20 m 이동했다. 이동 거리와 변위의 크기로 옳은 것은?","이동 거리 10 m, 변위 크기 30 m","이동 거리 30 m, 변위 크기 10 m (서쪽)","이동 거리 30 m, 변위 크기 30 m","이동 거리 10 m, 변위 크기 20 m","2","이동 거리는 실제로 움직인 총 거리이므로 10 + 20 = 30 m. 변위의 크기는 처음~나중 위치 사이의 직선 거리로 |10 − 20| = 10 m, 방향은 서쪽입니다."
"462","PHY","물리학","1","힘과 에너지","1","힘과 운동","2","등가속도 운동","","theory","ba","","'속력'과 '속도'의 차이로 옳은 것은?","속력은 방향이 있고 속도는 방향이 없다.","둘은 완전히 같은 물리량이다.","속력은 크기만 있는 물리량이고, 속도는 크기와 방향을 함께 나타내는 물리량이다.","속력은 단위가 없고 속도만 단위가 있다.","3","속력은 빠르기만을 나타내는 물리량(크기만 있음)이고, 속도는 빠르기와 방향을 함께 나타내는 벡터량입니다."
"463","PHY","물리학","1","힘과 에너지","1","힘과 운동","2","등가속도 운동","","theory","ad","","'평균 속력'과 '평균 속도'의 정의로 옳은 것은?","평균 속력 = 전체 변위 / 전체 시간, 평균 속도 = 전체 이동거리 / 전체 시간","평균 속력과 평균 속도는 항상 같다.","평균 속력 = 전체 이동거리 / 전체 시간, 평균 속도 = 전체 변위 / 전체 시간","평균 속력 = 처음 속력 / 나중 속력","3","평균 속력 = 전체 이동거리 / 걸린 시간, 평균 속도 = 전체 변위 / 걸린 시간. 왕복 운동에서는 두 값이 다릅니다."
"464","PHY","물리학","1","힘과 에너지","1","힘과 운동","2","등가속도 운동","","theory","ba","","'순간 속도'와 '순간 속력'의 정의로 옳은 것은?","어느 한 순간에서의 속도(방향 포함)와 속력(크기)이다.","긴 시간 동안의 평균 값이다.","물체가 정지한 순간의 속도이다.","가속도와 같은 물리량이다.","1","순간 속도는 매우 짧은 순간의 속도(방향 포함)이고, 순간 속력은 그 순간 속도의 크기(방향 무관)입니다."
"465","PHY","물리학","1","힘과 에너지","1","힘과 운동","2","등가속도 운동","","theory","ba","","'가속도'의 정의로 옳은 것은?","단위 시간 동안의 이동 거리","단위 시간 동안의 변위","단위 시간 동안의 힘의 변화량","단위 시간 동안의 속도 변화량","4","가속도는 물체의 속도가 시간에 따라 변하는 정도를 나타내는 물리량으로, 단위 시간 동안의 속도 변화량입니다. a = Δv/Δt."
"466","PHY","물리학","1","힘과 에너지","1","힘과 운동","2","등가속도 운동","","theory","ba","","가속도의 SI 단위로 옳은 것은?","m/s²","m/s","kg·m/s","N","1","가속도의 단위는 m/s² (미터 매 초 제곱)입니다. 속도(m/s)를 시간(s)으로 나눈 것과 같은 형태."
"467","PHY","물리학","1","힘과 에너지","1","힘과 운동","2","등가속도 운동","","theory","ba","","'관성'의 정의로 옳은 것은?","물체를 회전시키는 성질","물체의 색을 유지하려는 성질","물체의 온도를 유지하려는 성질","물체가 현재의 운동 상태를 그대로 유지하려는 성질","4","관성은 물체가 현재의 운동 상태(정지 또는 등속 운동)를 그대로 유지하려는 성질입니다. 질량이 클수록 관성이 큽니다."
"468","PHY","물리학","1","힘과 에너지","1","힘과 운동","2","등가속도 운동","","theory","ba","","뉴턴 운동 제1법칙(관성 법칙)의 내용으로 옳은 것은?","물체에 작용하는 알짜힘이 0이면, 정지한 물체는 계속 정지하고 운동하던 물체는 계속 등속도 운동을 한다.","물체에 작용하는 힘은 언제나 0이다.","물체는 힘이 없어도 스스로 움직인다.","질량이 클수록 물체는 저절로 가속한다.","1","관성 법칙(뉴턴 1법칙): 알짜힘이 0이면 정지 상태 또는 등속 직선 운동을 유지합니다. 버스가 갑자기 출발하면 승객이 뒤로 넘어지는 현상 등이 예입니다."
